company_id,company_name,listing_date,security_name,security_symbol,security_symbol_id,security_type,subsector_name
647,Discovery World Corporation ,2013-11-21 00:00:00.000,DISCOVERY WORLD CORPORATION,DWC,590,S,14
68,"Dizon Copper-Silver Mines, Inc.",1988-02-10 00:00:00.000,"DIZON COPPER SILVER MINES, INC.",DIZ,323,S,17
651,Doubledragon Properties Corp.,2014-04-07 00:00:00.000,DOUBLEDRAGON PROPERTIES CORP.,DD,596,S,9
651,Doubledragon Properties Corp.,2016-07-26 00:00:00.000,Doubledragon Properties Corp. Perpetual Preferred Shares,DDPR,626,P,9
71,EEI Corporation,1975-07-21 00:00:00.000,EEI CORPORATION,EEI,148,S,5
667,Eagle Cement Corporation,2017-05-29 00:00:00.000,EAGLE CEMENT CORPORATION,EAGLE,634,S,5
634,East West Banking Corporation,2012-05-07 00:00:00.000,EAST WEST BANKING CORPORATION,EW,573,S,1
70,"EasyCall Communications Philippines, Inc.",1992-05-05 00:00:00.000,"EASYCALL COMMUNICATIONS PHILS., INC.",ECP,126,S,16
632,Emperador Inc.,2011-12-19 00:00:00.000,EMPERADOR INC.,EMP,571,S,4
190,"Empire East Land Holdings, Inc.",1996-06-28 00:00:00.000,"EMPIRE EAST LAND HOLDINGS, INC.",ELI,300,S,9
219,"Euro-Med Laboratories Phil., Inc.",1998-07-02 00:00:00.000,"EURO-MED LABORATORIES PHILS., INC.",EURO,236,S,6
191,"Ever-Gotesco Resources and Holdings, Inc.",1996-09-16 00:00:00.000,"EVER-GOTESCO RESOURCES & HOLDINGS, INC.",EVER,193,S,9
171,"Export and Industry Bank, Inc.",1987-01-28 00:00:00.000,"EXPORT AND INDUSTRY BANK, INC.",EIBA,414,S,1
171,"Export and Industry Bank, Inc.",2008-01-16 00:00:00.000,"EXPORT AND INDUSTRY BANK ""B""",EIBB,542,S,1
225,F & J Prince Holdings Corporation,1982-12-08 00:00:00.000,"F & J PRINCE HOLDINGS CORPORATION ""A""",FJP,196,S,8
225,F & J Prince Holdings Corporation,1982-12-08 00:00:00.000,"F & J PRINCE HOLDINGS CORPORATION ""B""",FJPB,371,S,8
25,"Far Eastern University, Incorporated",1986-07-11 00:00:00.000,"FAR EASTERN UNIVERSITY, INC.",FEU,292,S,15
643,"Ferronoux Holdings, Inc.",2013-08-13 00:00:00.000,"Ferronoux Holdings, Inc.",FERRO,586,S,2
75,Filinvest Development Corporation,1982-12-22 00:00:00.000,FILINVEST DEVELOPMENT CORPORATION,FDC,199,S,8
226,"Filinvest Land, Inc.",1993-10-25 00:00:00.000,"FILINVEST LAND, INC.",FLI,302,S,9
196,"Filipino Fund, Inc.",1995-09-27 00:00:00.000,"FILIPINO FUND, INC.",FFI,117,S,2
80,Filsyn Corporation,1975-06-03 00:00:00.000,"FILSYN CORPORATION ""A""",FYN,372,S,7
80,Filsyn Corporation,1975-06-03 00:00:00.000,"FILSYN CORPORATION ""B""",FYNB,373,S,7
81,First Abacus Financial Holdings Corporation,1994-11-17 00:00:00.000,FIRST ABACUS FINANCIAL HOLDINGS CORP.,FAF,118,S,2
600,First Gen Corporation,2006-02-10 00:00:00.000,FIRST GEN CORPORATION,FGEN,521,S,3
600,First Gen Corporation,2012-05-17 00:00:00.000,FIRST GEN CORPORATION (PREFERRED),FGENG,575,P,3
649,"First Metro Philippine Equity Exchange Traded Fund, Inc.",2013-12-02 00:00:00.000,"FIRST METRO PHILIPPINE EQUITY EXCHANGE TRADED FUND, INC.",FMETF,592,S,27
197,First Philippine Holdings Corporation,1963-05-23 00:00:00.000,FIRST PHILIPPINE HOLDINGS CORPORATION,FPH,197,S,3
197,First Philippine Holdings Corporation,2014-12-15 00:00:00.000,"First Philippine Holdings Corporation Series ""C"" Preferred Shares",FPHPC,609,P,3
220,"Forum Pacific, Inc.",1994-12-19 00:00:00.000,"FORUM PACIFIC, INC.",FPI,200,S,8
676,"Fruitas Holdings, Inc.",2019-11-29 00:00:00.000,"Fruitas Holdings, Inc.",FRUIT,650,S,4
198,"GEOGRACE Resources Philippines, Inc.",1972-02-07 00:00:00.000,"GEOGRACE RESOURCES PHILIPPINES, INC.",GEO,201,S,17
611,"GMA Holdings, Inc.",2007-07-30 00:00:00.000,"GMA HOLDINGS, INC. (PDR)",GMAP,534,R,10
610,"GMA Network, Inc.",2007-07-30 00:00:00.000,"GMA NETWORK, INC. (COMMON)",GMA7,533,S,10
633,"GT Capital Holdings, Inc.",2012-04-20 00:00:00.000,"GT CAPITAL HOLDINGS, INC.",GTCAP,572,S,8
633,"GT Capital Holdings, Inc.",2016-10-27 00:00:00.000,"GT CAPITAL HOLDINGS, INC. NON-VOTING PERPETUAL PREFERRED SHARES SERIES ""A""",GTPPA,627,P,8
633,"GT Capital Holdings, Inc.",2016-10-27 00:00:00.000,"GT CAPITAL HOLDINGS, INC. NON-VOTING PERPETUAL PREFERRED SHARES SERIES ""B""",GTPPB,628,P,8
94,"Ginebra San Miguel,  Inc.",1995-04-18 00:00:00.000,"GINEBRA SAN MIGUEL, INC.",GSMI,160,S,4
224,"Global Ferronickel Holdings, Inc.",1994-12-14 00:00:00.000,"GLOBAL FERRONICKEL HOLDINGS, INC.",FNI,190,S,17
193,"Global-Estate Resorts, Inc.",1995-11-23 00:00:00.000,"GLOBAL-ESTATE RESORTS, INC.",GERI,307,S,9
129,"Globalport 900, Inc.",1948-06-09 07:48:57.155,"GLOBALPORT 900, INC.",PORT,384,S,13
69,"Globe Telecom, Inc.",1975-08-11 00:00:00.000,"GLOBE TELECOM, INC.",GLO,127,S,11
69,"Globe Telecom, Inc.",2001-06-29 00:00:00.000,"GLOBE TELECOM, INC. - PREFERRED A",GLOPA,473,P,11
69,"Globe Telecom, Inc.",2014-08-22 00:00:00.000,"Globe Telecom, Inc. Series A Non-Voting Perpetual Preferred Shares",GLOPP,598,P,11
661,"Golden Bria Holdings, Inc.",2016-06-29 00:00:00.000,"Golden Bria Holdings, Inc.",HVN,624,S,16
221,Grand Plaza Hotel Corporation,1992-12-10 00:00:00.000,GRAND PLAZA HOTEL CORPORATION,GPH,255,S,14
132,Greenergy Holdings Incorporated,1996-09-26 08:05:05.702,GREENERGY HOLDINGS INCORPORATED,GREEN,243,S,24
644,"Harbor Star Shipping Services, Inc. ",2013-10-30 00:00:00.000,"HARBOR STAR SHIPPING SERVICES, INC.",TUGS,587,S,13
211,"Holcim Philippines, Inc.",1996-06-17 00:00:00.000,"HOLCIM PHILIPPINES, INC.",HLCM,155,S,5
82,"House of Investments, Inc.",1962-07-02 00:00:00.000,"HOUSE OF INVESTMENTS, INC.",HI,203,S,8
613,"I-Remit, Inc.",2007-10-17 00:00:00.000,"I-REMIT, INC.",I,538,S,2
623,"IP E-Game Ventures, Inc.",2010-02-17 00:00:00.000,"IP E-GAME VENTURES, INC.",EG,552,S,25
4,"IPM Holdings, Inc..",1998-06-17 00:00:00.000,"IPM HOLDINGS, INC.",IPM,218,S,16
201,"Imperial Resources, Inc.",1970-08-31 00:00:00.000,"IMPERIAL RESOURCES, INC.",IMP,336,S,12
622,"Integrated Micro-Electronics, Inc.",2010-01-21 00:00:00.000,"INTEGRATED MICRO-ELECTRONICS, INC.",IMI,551,S,24
83,"International Container Terminal Services, Inc.",1992-03-23 00:00:00.000,"INTERNATIONAL CONTAINER TERMINAL SERVICES, INC.",ICT,142,S,13
203,"Ionics, Inc.",1995-07-18 00:00:00.000,"IONICS, INC.",ION,204,S,24
204,"Island Information & Technology, Inc.",1988-12-06 00:00:00.000,"ISLAND INFORMATION AND TECHNOLOGY, INC.",IS,128,S,12
660,Italpinas Development Corporation,2015-12-07 00:00:00.000,Italpinas Development Corporation,IDC,617,S,21
210,"JG Summit Holdings, Inc.",1993-08-09 00:00:00.000,"JG SUMMIT HOLDINGS, INC.",JGS,207,S,8
134,"Jackstones, Inc.",1967-10-27 00:00:00.000,"JACKSTONES, INC.",JAS,392,S,12
86,Jollibee Foods Corporation,1993-07-14 00:00:00.000,JOLLIBEE FOODS CORPORATION,JFC,158,S,4
261,Jolliville Holdings Corporation,2002-06-17 00:00:00.000,JOLLIVILLE HOLDINGS CORPORATION,JOH,470,S,8
87,"Keppel Philippines Holdings, Inc.",1987-08-26 00:00:00.000,"KEPPEL PHILIPPINE HOLDINGS, INC. ""A""",KPH,208,S,8
87,"Keppel Philippines Holdings, Inc.",1987-08-26 00:00:00.000,"KEPPEL PHILIPPINE HOLDINGS, INC. ""B""",KPHB,209,S,8
88,"Keppel Philippines Properties, Inc.",1989-09-11 00:00:00.000,"KEPPEL PHILIPPINES PROPERTIES, INC.",KEP,306,S,9
672,"Kepwealth Property Phils., Inc.",2019-08-19 00:00:00.000,"Kepwealth Property Phils., Inc.",KPPI,645,S,21
236,"LBC Express Holdings, Inc.",2001-12-21 00:00:00.000,"LBC EXPRESS HOLDINGS, INC.",LBC,469,S,13
205,LMG Chemicals Corporation,1986-01-07 00:00:00.000,LMG CHEMICALS CORPORATION,LMG,379,S,6
12,"LT Group, Inc.",1947-11-07 00:00:00.000,"LT GROUP, INC.",LTG,225,S,8
96,Leisure & Resorts World Corporation,1958-04-17 00:00:00.000,LEISURE & RESORTS WORLD CORPORATION,LR,253,S,25
96,Leisure & Resorts World Corporation,2013-12-20 00:00:00.000,LEISURE AND RESORTS WORLD CORPORATION PREFERRED SHARES,LRP,593,P,25
96,Leisure & Resorts World Corporation,2013-12-20 00:00:00.000,LEISURE AND RESORTS WORLD CORPORATION WARRANTS,LRW,594,W,25
98,Lepanto Consolidated Mining Company,1947-04-30 00:00:00.000,"LEPANTO CONSOLIDATED MINING COMPANY ""A""",LC,326,S,17
98,Lepanto Consolidated Mining Company,1947-04-30 00:00:00.000,"LEPANTO CONSOLIDATED MINING COMPANY ""B""",LCB,327,S,17
227,"Liberty Flour Mills, Inc.",1985-04-25 00:00:00.000,"LIBERTY FLOUR MILLS, INC.",LFM,159,S,4
37,Lodestar Investment Holdings Corporation,1989-05-26 00:00:00.000,LODESTAR INVESTMENT HOLDINGS CORPORATION,LIHC,377,S,8
61,Lopez Holdings Corporation,1993-11-25 00:00:00.000,LOPEZ HOLDINGS CORPORATION,LPZ,186,S,8
115,Lorenzo Shipping Corporation,1996-07-22 00:00:00.000,LORENZO SHIPPING CORPORATION,LSC,144,S,13
126,"MEDCO Holdings, Inc.",1975-11-18 00:00:00.000,"MEDCO HOLDINGS, INC.",MED,383,S,2
24,MJC Investments Corporation,1955-11-11 00:00:00.000,MJC INVESTMENTS CORPORATION,MJIC,194,S,8
131,"MRC Allied, Inc.",1995-05-18 00:00:00.000,MRC ALLIED INCORPORATED,MRC,309,S,9
206,Mabuhay Holdings Corporation,1990-10-22 00:00:00.000,MABUHAY HOLDINGS CORPORATION,MHC,217,S,8
100,Mabuhay Vinyl Corporation,1997-02-05 00:00:00.000,MABUHAY VINYL CORPORATION,MVC,242,S,6
145,"Macay Holdings, Inc.",1987-01-28 00:00:00.000,"MACAY HOLDINGS, INC.",MACAY,221,S,4
106,MacroAsia Corporation,1970-05-21 00:00:00.000,MACROASIA CORPORATION,MAC,212,S,13
263,Makati Finance Corporation,2003-01-06 00:00:00.000,MAKATI FINANCE CORPORATION,MFIN,503,S,21
117,Manila Broadcasting Company,1949-10-08 00:00:00.000,MANILA BROADCASTING COMPANY,MBC,382,S,10
1,Manila Bulletin Publishing Corporation,1990-04-18 00:00:00.000,MANILA BULLETIN PUBLISHING CORPORATION,MB,130,S,10
118,Manila Electric Company,1992-01-08 00:00:00.000,MANILA ELECTRIC COMPANY,MER,137,S,3
102,"Manila Jockey Club, Inc.",1963-10-11 00:00:00.000,"MANILA JOCKEY CLUB, INC.",MJC,256,S,25
119,Manila Mining Corporation,1959-12-17 00:00:00.000,"MANILA MINING CORPORATION ""A""",MA,328,S,17
119,Manila Mining Corporation,1959-12-17 00:00:00.000,"MANILA MINING CORPORATION ""B""",MAB,329,S,17
270,"Manila Water Company, Inc.",2005-03-18 00:00:00.000,"MANILA WATER COMPANY, INC.",MWC,518,S,3
120,Manulife Financial Corporation,1999-09-27 00:00:00.000,MANULIFE FINANCIAL CORPORATION,MFC,120,S,2
175,"Marcventures Holdings, Inc.",1958-01-10 00:00:00.000,"MARCVENTURES HOLDINGS, INC.",MARC,177,S,17
135,"Max's Group, Inc.",2000-12-15 00:00:00.000,"Max's Group, Inc.",MAXS,163,S,4
627,Megawide Construction Corporation,2011-02-18 00:00:00.000,MEGAWIDE CONSTRUCTION CORP.,MWIDE,564,S,5
627,Megawide Construction Corporation,2014-12-03 00:00:00.000,Megawide Construction Corporation Perpetual Preferred Shares,MWP,608,P,5
127,Megaworld Corporation,1994-06-15 00:00:00.000,MEGAWORLD CORPORATION,MEG,215,S,9
3,Metro Alliance Holdings & Equities Corp.,1947-12-08 00:00:00.000,"METRO ALLIANCE HOLDINGS & EQUITIES CORP. ""A""",MAH,241,S,13
3,Metro Alliance Holdings & Equities Corp.,1947-12-08 00:00:00.000,"METRO ALLIANCE HOLDINGS & EQUITIES CORP. ""B""",MAHB,240,S,13
192,Metro Global Holdings Corporation,1964-05-04 00:00:00.000,Metro Global Holdings Corporation,MGH,198,S,8
604,Metro Pacific Investments Corporation,2006-12-15 00:00:00.000,METRO PACIFIC INVESTMENTS CORPORATION,MPI,526,S,8
659,"Metro Retail Stores Group, Inc.",2015-11-24 00:00:00.000,"Metro Retail Stores Group, Inc.",MRSGI,616,S,26
128,Metropolitan Bank & Trust Company,1981-02-26 00:00:00.000,METROPOLITAN BANK & TRUST COMPANY,MBT,108,S,1
105,"Millennium Global Holdings, Inc.",1976-03-01 00:00:00.000,"MILLENNIUM GLOBAL HOLDINGS, INC.",MG,214,S,4
606,National Reinsurance Corporation of the Philippines,2007-04-27 00:00:00.000,NATIONAL REINSURANCE CORPORATION OF THE PHILIPPINES,NRCP,529,S,2
179,NextGenesis Corporation,1996-10-08 00:00:00.000,NEXTGENESIS CORPORATION,NXGEN,100,S,1
103,"NiHAO Mineral Resources International, Inc.",1990-10-03 00:00:00.000,"NIHAO MINERAL RESOURCES INTERNATIONAL, INC.",NI,213,S,17
625,Nickel Asia Corporation,2010-11-22 00:00:00.000,NICKEL ASIA CORPORATION,NIKL,561,S,17
264,Now Corporation,2003-07-23 00:00:00.000,NOW CORPORATION,NOW,510,S,12
207,Omico Corporation,1969-05-02 00:00:00.000,OMICO CORPORATION,OM,330,S,17
616,"Oriental Peninsula Resources Group, Inc.",2007-12-19 00:00:00.000,"ORIENTAL PENINSULA RESOURCES GROUP, INC.",ORE,541,S,17
43,Oriental Petroleum and Minerals Corporation,1970-10-14 00:00:00.000,"ORIENTAL PETROLEUM AND MINERALS CORPORATION ""A""",OPM,338,S,18
43,Oriental Petroleum and Minerals Corporation,1970-10-14 00:00:00.000,"ORIENTAL PETROLEUM AND MINERALS CORPORATION ""B""",OPMB,339,S,18
20,"PAL Holdings, Inc.",1954-01-04 00:00:00.000,"PAL HOLDINGS, INC.",PAL,189,S,13
631,"PH Resorts Group Holdings, Inc.",2011-11-24 00:00:00.000,"PH Resorts Group Holdings, Inc.",PHR,570,S,25
